,AAPL,NVDA,TSLA,IBM
2014-09-09,97.99,19.54,278.48,189.99
2014-09-08,98.36,19.79,282.11,190.14
2014-09-05,98.97,19.97,277.39,191.2
2014-09-04,98.12,20.03,286.04,190.68
2014-09-03,98.94,19.685,281.19,191.95
2014-09-02,103.3,19.495,284.12,191.56
2014-08-29,102.5,19.45,269.7,192.3
2014-08-28,102.25,19.39,263.86,192.0
2014-08-27,102.13,19.23,263.25,192.25
2014-08-26,100.889,19.455,261.74,192.99
2014-08-25,101.54,19.11,262.55,191.16
2014-08-22,101.32,19.08,256.78,190.41
2014-08-21,100.58,19.07,254.34,191.23
2014-08-20,100.57,19.25,255.71,190.1
2014-08-19,100.53,19.37,256.76,190.07
2014-08-18,99.16,19.3,259.94,189.36
2014-08-15,97.98,19.04,262.01,187.38
2014-08-14,97.5,18.8,261.38,187.88
2014-08-13,97.24,19.01,260.31,187.95
2014-08-12,95.97,18.9,259.96,187.34
2014-08-11,95.99,18.9,259.32,187.47
2014-08-08,94.74,19.0,248.13,186.63
2014-08-07,94.48,17.46,252.39,184.3
2014-08-06,94.96,17.64,248.9301,185.97
2014-08-05,95.12,17.66,238.49,187.1
2014-08-04,95.59,17.65,238.52,189.64
2014-08-01,96.13,17.69,233.27,189.15
2014-07-31,95.6,17.5,223.3,191.67
2014-07-30,98.15,18.08,228.92,194.0
2014-07-29,98.38,17.78,225.01,194.57
2014-07-28,99.02,17.72,224.82,195.78
2014-07-25,97.671,17.79,223.57,194.4
2014-07-24,97.03,18.11,223.54,195.24
2014-07-23,97.19,18.08,222.49,193.63
2014-07-22,94.72,18.47,219.58,194.09
2014-07-21,93.939,18.55,220.54,190.85
2014-07-18,94.43,18.44,220.0201,192.5
2014-07-17,93.0899,19.3,215.4,192.49
2014-07-16,94.78,19.35,217.16,192.36
2014-07-15,95.32,19.37,219.58,188.49
2014-07-14,96.45,19.29,226.7,189.86
2014-07-11,95.22,19.05,218.13,188.0
2014-07-10,95.035,19.005,219.46,187.7
2014-07-09,95.39,19.11,223.06,188.42
2014-07-08,95.35,18.55,219.07,187.22
2014-07-07,95.968,18.7,222.66,188.04
2014-07-03,94.03,18.85,229.25,188.53
2014-07-02,93.48,18.6825,229.425,188.39
2014-07-01,93.52,18.75,239.72,186.35
2014-06-30,92.93,18.54,240.06,181.27
2014-06-27,91.98,18.38,239.06,181.71
2014-06-26,90.9,18.36,235.6,180.37
2014-06-25,90.36,18.61,236.891,180.72
2014-06-24,90.28,18.42,232.5,180.88
2014-06-23,90.83,18.71,237.22,182.14
2014-06-20,90.91,18.93,229.59,181.55
2014-06-19,91.86,19.138,227.79,182.82
2014-06-18,92.18,19.59,227.12,183.6
2014-06-17,92.08,19.61,231.67,182.26
2014-06-16,92.2,19.48,224.61,182.35
2014-06-13,91.28,19.54,206.42,182.56
2014-06-12,92.29,19.52,203.52,181.22
2014-06-11,93.86,19.4,204.47,182.25
2014-06-10,94.25,19.15,202.3,184.29
2014-06-09,93.7,19.05,205.31,186.22
2014-06-06,645.57,19.03,208.171,186.37
2014-06-05,647.35,18.96,206.9,185.98
2014-06-04,644.82,18.88,203.99,184.51
2014-06-03,637.54,18.86,204.94,184.37
2014-06-02,628.65,18.94,204.7,185.69
2014-05-30,633.0,19.0,207.77,184.36
2014-05-29,635.38,18.95,210.24,183.76
2014-05-28,624.01,18.98,210.24,183.08
2014-05-27,625.63,18.82,211.56,184.78
2014-05-23,614.13,18.49,207.3,185.94
2014-05-22,607.27,18.32,204.88,185.68
2014-05-21,606.31,18.24,199.45,186.39
2014-05-20,604.71,18.24,195.3,184.89
2014-05-19,604.59,18.54,196.09,187.0
2014-05-16,597.51,17.96,191.56,187.06
2014-05-15,588.82,18.0,188.59,186.46
2014-05-14,593.87,18.1,190.62,188.72
2014-05-13,593.76,18.28,190.16,192.19
2014-05-12,592.83,18.58,184.67,192.57
2014-05-09,585.5425,18.05,182.26,190.08
2014-05-08,587.99,18.5,178.59,188.91
2014-05-07,592.33,18.275,201.35,189.3
2014-05-06,594.41,18.25,207.28,190.03
2014-05-05,600.96,18.63,216.61,191.26
2014-05-02,592.58,18.43,210.91,191.44
2014-05-01,591.48,18.57,207.73,193.53
2014-04-30,590.09,18.47,207.89,196.47
2014-04-29,592.33,18.69,206.92,195.11
2014-04-28,594.09,18.65,198.51,193.14
2014-04-25,571.94,18.73,199.85,189.63
2014-04-24,567.77,19.26,207.86,190.22
2014-04-23,524.75,19.09,207.99,191.73
2014-04-22,531.699,18.87,218.64,192.15
2014-04-21,531.17,18.71,204.38,192.27
2014-04-17,524.94,18.56,198.12,190.01
2014-04-16,519.01,18.49,199.11,196.4
2014-04-15,517.9599,18.45,193.91,197.02
2014-04-14,521.68,18.32,198.09,197.77
2014-04-11,519.61,18.12,203.78,195.19
2014-04-10,523.48,18.38,204.19,195.68
2014-04-09,530.32,18.84,216.93,196.64
2014-04-08,523.44,18.86,215.46,193.29
2014-04-07,523.47,18.21,207.52,194.52
2014-04-04,531.82,18.15,212.225,191.77
2014-04-03,538.79,18.73,225.4,192.69
2014-04-02,542.55,18.53,230.29,193.55
2014-04-01,541.65,18.65,216.97,194.5
2014-03-31,536.74,17.91,208.45,192.49
2014-03-28,536.86,17.9,212.37,190.45
2014-03-27,537.46,17.79,207.32,189.83
2014-03-26,539.78,18.03,212.96,192.62
2014-03-25,544.99,18.45,220.44,195.04
2014-03-24,539.19,18.45,220.17,188.25
2014-03-21,532.87,18.54,228.89,186.67
2014-03-20,528.7,18.57,234.91,187.9
2014-03-19,531.26,18.555,235.84,184.71
2014-03-18,531.4,18.24,240.04,186.81
2014-03-17,526.74,17.82,233.98,185.81
2014-03-14,524.69,17.82,230.97,182.21
2014-03-13,530.65,17.74,237.79,183.9
2014-03-12,536.61,18.32,241.49,186.22
2014-03-11,536.09,18.27,234.41,186.76
2014-03-10,530.92,18.09,238.84,186.39
2014-03-07,530.44,18.36,246.21,187.68
2014-03-06,530.75,18.38,252.94,187.64
2014-03-05,532.36,18.64,252.66,187.14
2014-03-04,531.24,18.48,254.84,186.44
2014-03-03,527.76,18.29,250.56,184.26
2014-02-28,526.24,18.38,244.81,185.17
2014-02-27,527.67,18.5,252.54,185.27
2014-02-26,517.35,18.71,253.0,184.06
2014-02-25,522.06,18.74,248.0,183.23
2014-02-24,527.55,18.91,217.65,183.45
2014-02-21,525.25,18.64,209.6,182.79
2014-02-20,531.15,18.78,209.97,184.26
2014-02-19,537.37,18.14,193.64,182.95
2014-02-18,545.99,17.9,203.7,183.19
2014-02-14,543.99,17.91,198.23,183.69
2014-02-13,544.43,17.36,199.63,181.84
2014-02-12,535.92,16.83,195.32,180.24
2014-02-11,535.96,16.25,196.62,179.7
2014-02-10,528.99,15.92,196.56,177.14
2014-02-07,519.68,15.87,186.53,177.25
2014-02-06,512.51,15.64,178.38,174.67
2014-02-05,512.59,15.44,174.42,174.24
2014-02-04,508.79,15.58,178.73,172.84
2014-02-03,501.53,15.49,177.11,172.9
2014-01-31,500.6,15.7,181.41,176.68
2014-01-30,499.782,15.72,182.84,177.36
2014-01-29,500.75,15.46,175.23,176.4
2014-01-28,506.5,15.61,178.38,176.85
2014-01-27,550.5,15.46,169.62,177.9
2014-01-24,546.07,15.56,174.6,179.64
2014-01-23,556.18,15.97,181.5,182.73
2014-01-22,551.51,16.03,178.56,182.25
2014-01-21,549.07,16.05,176.68,188.43
2014-01-17,540.67,15.99,170.01,190.09
2014-01-16,554.25,16.06,170.97,188.76
2014-01-15,557.36,16.01,164.13,187.74
2014-01-14,546.39,15.84,161.27,185.92
2014-01-13,535.73,15.36,139.34,184.16
2014-01-10,532.94,15.73,145.7199,187.26
2014-01-09,536.519,15.75,147.53,187.38
2014-01-08,543.46,16.36,151.28,187.97
2014-01-07,540.0375,16.14,149.36,189.71
2014-01-06,543.93,15.88,147.0,186.0
2014-01-03,540.98,15.67,149.56,186.64
2014-01-02,553.13,15.86,150.1,185.53
2013-12-31,561.02,16.02,150.429,187.57
2013-12-30,554.52,15.97,152.44,186.41
2013-12-27,560.09,15.76,151.12,185.08
2013-12-26,563.9,15.67,155.5,185.35
2013-12-24,567.67,15.82,151.41,183.22
2013-12-23,570.09,15.78,143.55,182.23
2013-12-20,549.02,15.685,143.24,180.02
2013-12-19,544.46,15.38,140.72,180.22
2013-12-18,550.77,15.32,147.98,178.7
2013-12-17,554.99,15.11,152.46,175.76
2013-12-16,557.5,15.04,147.94,177.85
2013-12-13,554.43,15.02,147.654,172.8
2013-12-12,560.54,15.11,147.47,173.37
2013-12-11,561.36,15.41,139.65,175.2
2013-12-10,565.55,15.56,142.19,177.12
2013-12-09,566.43,15.205,141.6,177.46
2013-12-06,560.02,15.47,137.36,177.67
2013-12-05,567.901,15.7,140.48,176.08
2013-12-04,565.0,15.96,138.95,175.74
2013-12-03,566.322,15.74,144.7,176.08
2013-12-02,551.23,15.75,124.17,177.48
2013-11-29,556.07,15.6,127.28,179.68
2013-11-27,545.96,15.7,126.94,178.97
2013-11-26,533.4,15.64,120.5,177.31
2013-11-25,523.74,15.51,120.84,178.94
2013-11-22,519.8,15.18,121.38,181.3
2013-11-21,521.136,15.33,122.1,184.13
2013-11-20,515.0,15.21,121.11,185.19
2013-11-19,519.55,15.44,126.09,185.25
2013-11-18,518.629,15.78,121.58,184.47
2013-11-15,524.991,16.17,135.45,183.19
2013-11-14,528.16,16.22,137.6,182.21
2013-11-13,520.634,16.15,138.7,183.55
2013-11-12,520.01,15.715,137.8,183.07
2013-11-11,519.048,15.69,144.698,182.88
2013-11-08,520.56,15.56,137.95,179.99
2013-11-07,512.492,14.545,139.772,180.0
2013-11-06,520.92,14.9,151.16,179.19
2013-11-05,525.449,14.8,176.81,177.85
2013-11-04,526.75,14.82,175.2,180.27
2013-11-01,520.03,15.255,162.17,179.23
2013-10-31,522.702,15.189,159.94,179.21
2013-10-30,524.896,15.22,159.22,180.15
2013-10-29,516.678,15.23,164.47,182.12
2013-10-28,529.876,15.21,162.86,177.35
2013-10-25,525.958,15.24,169.66,176.85
2013-10-24,531.91,15.385,173.15,177.8
2013-10-23,524.96,15.501,164.5,175.77
2013-10-22,519.8675,15.77,171.54,174.97
2013-10-21,521.362,15.85,172.6,172.86
2013-10-18,508.89,15.81,183.4,173.78
2013-10-17,504.5,15.63,182.802,174.83
2013-10-16,501.114,15.6,183.56,186.73
2013-10-15,498.68,15.41,183.94,184.66
2013-10-14,496.04,15.49,179.72,186.97
2013-10-11,492.812,15.26,178.7,186.16
2013-10-10,489.638,15.385,172.93,184.77
2013-10-09,486.588,15.22,168.78,181.32
2013-10-08,480.94,15.46,174.73,178.72
2013-10-07,487.75,15.59,183.07,182.01
2013-10-04,483.03,15.59,180.98,184.1
2013-10-03,483.41,15.38,173.31,183.86
2013-10-02,489.56,15.54,180.95,184.96
2013-10-01,487.96,15.55,193.0,186.38
2013-09-30,476.75,15.56,193.37,185.18
2013-09-27,482.75,15.58,190.9,186.92
2013-09-26,486.22,15.67,188.64,190.22
2013-09-25,481.53,15.725,185.238,189.47
2013-09-24,489.1,15.7,182.33,189.97
2013-09-23,490.64,15.64,181.11,190.99
2013-09-20,467.41,15.795,183.39,190.02
2013-09-19,472.3,15.925,177.92,193.39
2013-09-18,464.68,15.999,166.218,194.42
2013-09-17,455.32,15.86,166.23,192.16
2013-09-16,450.12,15.81,166.58,193.15
2013-09-13,464.9,15.8,165.54,192.17
2013-09-12,472.69,15.7,164.93,190.73
2013-09-11,467.71,15.71,163.52,190.7
2013-09-10,494.64,15.45,166.37,186.6
2013-09-09,506.17,15.125,160.7,184.98
2013-09-06,498.22,14.88,166.97,183.03
2013-09-05,495.27,14.94,169.93,184.15
2013-09-04,498.691,14.9,170.622,183.13
2013-09-03,488.58,14.76,168.94,183.96
2013-08-30,487.216,14.75,169.0,182.27
2013-08-29,491.7,14.77,166.06,182.64
2013-08-28,490.896,14.8,166.45,182.16
2013-08-27,488.59,14.805,167.01,182.74
2013-08-26,502.97,14.995,164.22,184.74
2013-08-23,501.02,14.96,161.839,185.42
2013-08-22,502.96,14.96,157.1,185.19
2013-08-21,502.36,14.88,147.86,184.86
2013-08-20,501.07,14.95,149.58,184.56
2013-08-19,507.74,14.95,144.9,184.23
2013-08-16,502.33,15.189,142.0,185.34
2013-08-15,497.91,15.125,139.67,185.79
2013-08-14,498.5,15.03,139.36,187.53
2013-08-13,489.57,14.42,145.43,188.42
2013-08-12,467.36,14.37,147.38,189.09
2013-08-09,454.45,14.49,153.0,187.82
2013-08-08,461.01,14.699,153.48,187.93
2013-08-07,464.98,14.6,134.23,188.56
2013-08-06,465.25,14.61,142.15,190.99
2013-08-05,469.45,14.83,144.68,195.5
2013-08-02,462.54,14.76,138.0,195.16
2013-08-01,456.676,14.64,135.55,195.81
2013-07-31,452.53,14.435,134.28,195.04
2013-07-30,453.32,14.41,131.74,196.01
2013-07-29,447.79,14.17,134.62,196.21
2013-07-26,440.99,14.2,129.39,197.35
2013-07-25,438.5,14.26,124.07,197.22
2013-07-24,440.51,14.21,121.7,196.61
2013-07-23,418.99,14.21,122.74,194.98
2013-07-22,426.31,14.23,122.43,194.09
2013-07-19,424.95,14.24,119.68,193.54
2013-07-18,431.758,14.55,119.03,197.99
2013-07-17,430.31,14.61,120.25,194.55
2013-07-16,430.195,14.69,109.05,193.85
2013-07-15,427.44,14.61,127.26,194.0
2013-07-12,426.51,14.64,129.9,192.07
2013-07-11,427.288,14.63,125.61,192.8
2013-07-10,420.73,14.43,122.27,192.25
2013-07-09,422.35,14.241,123.45,191.3
2013-07-08,415.05,14.165,121.61,194.98
2013-07-05,417.42,14.24,120.09,194.93
2013-07-03,420.8,14.13,115.24,193.25
2013-07-02,418.49,14.09,117.82,191.5
2013-07-01,409.22,14.1,117.179,191.28
2013-06-28,396.53,14.04,107.36,191.11
2013-06-27,393.78,14.01,109.25,195.65
2013-06-26,398.07,14.14,105.72,194.86
2013-06-25,402.63,14.22,102.4,194.98
2013-06-24,402.54,14.12,101.49,193.54
2013-06-21,413.5,14.415,99.55,195.46
2013-06-20,416.838,14.44,100.65,197.35
2013-06-19,423.0,14.84,104.68,201.94
2013-06-18,431.77,14.4,103.39,204.87
2013-06-17,432.0,14.49,102.2,203.04
2013-06-14,430.05,14.35,100.3,202.2
2013-06-13,435.965,14.37,98.18,203.77
2013-06-12,432.19,14.05,97.73,201.2
2013-06-11,437.6,14.17,94.47,203.98
2013-06-10,438.89,14.44,100.05,205.02
2013-06-07,441.811,14.445,102.04,206.35
2013-06-06,438.46,14.25,97.35,203.8
2013-06-05,445.11,14.16,95.37,202.74
2013-06-04,449.31,14.47,94.84,206.19
2013-06-03,450.72,14.45,92.59,208.95
2013-05-31,449.735,14.47,97.76,208.02
2013-05-30,451.58,14.63,104.95,209.36
2013-05-29,444.95,14.44,104.629,207.92
2013-05-28,441.439,14.53,110.334,207.78
2013-05-24,445.15,14.54,97.08,205.72
2013-05-23,442.14,14.63,92.73,206.16
2013-05-22,441.354,14.4,87.24,206.99
2013-05-21,439.66,14.92,87.59,208.65
2013-05-20,442.93,14.84,89.94,207.6
2013-05-17,433.26,14.87,91.5,208.44
2013-05-16,434.578,14.63,92.248,204.69
2013-05-15,428.85,14.695,84.842,203.32
2013-05-14,443.86,14.45,83.24,203.21
2013-05-13,454.74,14.24,87.8,202.47
2013-05-10,452.97,14.54,76.764,204.47
2013-05-09,456.77,13.91,69.4,203.24
2013-05-08,463.84,13.899,55.7865,204.82
2013-05-07,458.658,13.65,55.51,203.63
2013-05-06,460.71,13.83,59.5,202.78
2013-05-03,449.98,13.87,54.55,204.51
2013-05-02,445.52,13.81,54.11,202.39
2013-05-01,439.29,13.65,53.28,199.63
2013-04-30,442.78,13.77,53.99,202.54
2013-04-29,430.12,13.57,54.94,199.15
2013-04-26,417.205,13.41,51.2,194.31
2013-04-25,408.38,13.47,52.0,193.95
2013-04-24,405.462,13.36,50.43,191.71
2013-04-23,406.13,12.92,51.01,191.61
2013-04-22,398.67,12.59,50.19,187.83
2013-04-19,390.53,12.57,47.83,190.0
2013-04-18,392.05,12.54,46.97,207.15
2013-04-17,402.8,12.785,45.45,209.67
2013-04-16,426.24,12.96,45.59,212.0
2013-04-15,419.85,12.82,43.3,209.26
2013-04-12,429.8,13.09,43.75,211.38
2013-04-11,434.33,12.77,43.59,212.92
2013-04-10,435.69,12.83,41.86,212.0
2013-04-09,426.98,12.63,40.5,209.22
2013-04-08,426.21,12.43,41.83,209.32
2013-04-05,423.2,12.46,41.37,209.41
2013-04-04,427.72,12.245,42.01,211.31
2013-04-03,431.99,12.126,41.1,212.66
2013-04-02,429.792,12.275,44.34,214.36
2013-04-01,428.91,12.41,43.93,212.38
2013-03-28,442.66,12.83,37.89,213.3
2013-03-27,452.08,12.65,38.16,210.89
2013-03-26,461.136,12.5,37.86,212.36
2013-03-25,463.58,12.41,37.53,210.74
2013-03-22,461.91,12.48,36.62,212.08
2013-03-21,452.73,12.42,36.01,212.26
2013-03-20,452.08,12.62,35.95,215.06
2013-03-19,454.49,12.47,35.08,213.44
2013-03-18,455.72,12.55,35.15,213.21
2013-03-15,443.66,12.64,35.29,214.92
2013-03-14,432.5,12.75,36.85,215.8
2013-03-13,428.35,12.74,38.98,212.06
2013-03-12,428.43,12.74,39.12,210.55
2013-03-11,437.87,12.695,39.1,210.08
2013-03-08,431.72,12.82,38.47,210.38
2013-03-07,430.582,12.76,38.23,209.42
2013-03-06,425.662,12.79,37.69,208.38
2013-03-05,431.144,12.8,36.65,206.53
2013-03-04,420.05,12.655,35.58,205.19
2013-03-01,430.47,12.71,34.65,202.91
2013-02-28,441.4,12.66,34.83,200.83
2013-02-27,444.57,12.6,35.1,202.33
2013-02-26,448.97,12.37,34.43,199.14
2013-02-25,442.8,12.3,34.38,197.51
2013-02-22,450.81,12.52,36.11,201.09
2013-02-21,446.06,12.29,35.16,198.33
2013-02-20,448.85,12.38,38.54,199.31
2013-02-19,459.99,12.555,39.28,200.32
2013-02-15,460.16,12.731,37.04,200.98
2013-02-14,466.59,12.73,38.3,199.65
2013-02-13,467.01,12.37,38.45,200.09
2013-02-12,467.9,12.43,37.89,200.04
2013-02-11,479.93,12.51,38.42,200.16
2013-02-08,474.98,12.37,39.24,201.68
2013-02-07,468.22,12.29,39.48,199.74
2013-02-06,457.35,12.34,39.17,201.02
2013-02-05,457.844,12.44,38.13,202.79
2013-02-04,442.316,12.16,37.74,203.79
2013-02-01,453.62,12.37,38.3,205.18
2013-01-31,455.49,12.26,37.51,203.07
2013-01-30,456.83,12.32,37.52,203.52
2013-01-29,458.27,12.34,37.95,203.9
2013-01-28,449.83,12.61,38.03,204.93
2013-01-25,439.88,12.41,36.98,204.97
2013-01-24,450.5,12.19,36.99,204.42
2013-01-23,514.005,12.13,36.0,204.72
2013-01-22,504.77,12.11,35.19,196.08
2013-01-18,500.0,12.17,34.52,194.47
2013-01-17,502.68,12.25,34.38,193.65
2013-01-16,506.09,12.09,34.1,192.59
2013-01-15,485.92,11.98,33.9,192.5
2013-01-14,501.75,12.2,33.26,192.62
2013-01-11,520.3,12.21,32.91,194.45
2013-01-10,523.51,12.23,33.53,192.88
2013-01-09,517.1,12.21,33.64,192.32
2013-01-08,525.31,12.4915,33.68,192.87
2013-01-07,523.9,12.77,34.34,193.14
2013-01-04,527.0,13.15,34.4,193.99
2013-01-03,542.0959,12.73,34.77,195.27
2013-01-02,549.03,12.72,35.36,196.35
2012-12-31,532.1729,12.26,33.87,191.55
2012-12-28,509.5892,12.1,33.22,189.83
2012-12-27,515.06,12.16,33.69,192.71
2012-12-26,512.9995,12.24,33.59,191.95
2012-12-24,520.168,12.25,34.28,192.4
2012-12-21,519.33,12.35,34.0,193.42
2012-12-20,521.7302,12.64,34.43,194.77
2012-12-19,526.31,12.65,34.61,195.08
2012-12-18,533.9,12.56,34.59,195.69
2012-12-17,518.83,12.535,34.4,193.62
2012-12-14,509.794,12.59,33.81,191.76
2012-12-13,529.69,12.53,33.61,191.99
2012-12-12,539.0,12.52,35.26,192.95
2012-12-11,541.388,12.65,35.28,194.2
2012-12-10,529.8209,12.36,34.57,192.62
2012-12-07,533.25,11.955,34.17,191.95
2012-12-06,547.2445,11.98,33.9,189.7
2012-12-05,538.7923,11.9602,33.71,188.65
2012-12-04,575.8454,12.095,33.9,189.36
2012-12-03,586.19,11.75,34.62,189.48
2012-11-30,585.28,11.97,33.82,190.07
2012-11-29,589.36,12.04,33.69,191.53
2012-11-28,582.94,12.26,33.23,191.98
2012-11-27,584.78,12.155,32.15,191.23
2012-11-26,589.53,12.105,32.27,192.88
2012-11-23,571.5,11.9,32.13,193.49
2012-11-21,561.7,11.82,32.47,190.29
2012-11-20,560.9134,11.49,33.0,189.2
2012-11-19,565.73,11.6983,32.92,190.35
2012-11-16,527.678,11.38,31.8399,186.94
2012-11-15,525.62,11.59,30.82,185.85
2012-11-14,536.88,11.54,31.38,185.51
2012-11-13,542.898,11.83,31.6143,188.32
2012-11-12,542.83,11.915,31.07,189.25
2012-11-09,547.06,12.19,30.32,189.64
2012-11-08,537.75,12.68,31.31,190.1
2012-11-07,558.0019,12.6098,31.54,191.16
2012-11-06,582.8495,13.01,31.15,195.07
2012-11-05,584.6211,13.02,31.5,194.14
2012-11-02,576.8,12.49,28.9182,193.43
2012-11-01,596.5399,12.55,29.2454,197.15
2012-10-31,595.32,11.975,28.1314,194.53
2012-10-26,604.0,12.05,27.38,193.27
2012-10-25,609.538,12.18,27.52,191.6
2012-10-24,616.83,12.17,27.42,190.72
2012-10-23,613.3554,12.33,28.39,191.25
2012-10-22,634.03,11.97,27.85,194.4
2012-10-19,609.84,12.105,27.74,193.36
2012-10-18,632.64,12.86,28.04,194.96
2012-10-17,644.6136,13.06,28.8191,200.63
2012-10-16,649.7925,13.1598,28.06,211.0
2012-10-15,634.76,12.79,27.33,208.93
2012-10-12,629.714,12.63,27.64,207.8
2012-10-11,628.1,12.74,28.32,205.76
2012-10-10,640.91,12.67,28.4,205.82
2012-10-09,635.85,12.89,28.37,207.99
2012-10-08,638.17,13.17,29.25,209.82
2012-10-05,652.59,13.3,28.89,210.59
2012-10-04,666.8,13.62,29.4,210.39
2012-10-03,671.45,13.035,29.3,210.51
2012-10-02,661.31,13.17,29.8,209.84
2012-10-01,659.39,13.115,29.16,210.47
2012-09-28,667.105,13.34,29.28,207.45
2012-09-27,681.32,13.275,28.49,205.91
2012-09-26,665.18,13.18,27.54,204.0
2012-09-25,673.54,13.41,27.66,204.98
2012-09-24,690.79,13.66,30.66,205.29
2012-09-21,700.095,13.665,30.02,205.98
2012-09-20,698.7,13.61,30.9,206.18
2012-09-19,702.1,13.71,31.05,206.43
2012-09-18,701.91,13.55,31.34,207.07
2012-09-17,699.781,13.46,32.54,207.15
2012-09-14,691.28,13.84,30.39,206.81
2012-09-13,682.98,13.675,29.48,206.36
2012-09-12,669.79,13.59,28.28,203.77
2012-09-11,660.59,13.44,27.8,203.27
2012-09-10,662.74,13.28,27.37,200.95
2012-09-07,680.44,13.4,29.35,199.5
2012-09-06,676.27,13.73,28.55,199.1
2012-09-05,670.23,13.32,27.94,195.04
2012-09-04,674.97,13.275,28.14,194.54
2012-08-31,665.24,14.03,28.52,194.85
2012-08-30,663.868,14.05,28.41,193.37
2012-08-29,673.466,14.32,28.41,195.08
2012-08-28,674.8,14.29,28.69,194.87
2012-08-27,675.68,14.35,28.32,195.69
2012-08-24,663.222,14.6,29.5,197.77
2012-08-23,662.63,14.305,30.73,195.7
2012-08-22,668.87,14.64,29.95,197.25
2012-08-21,656.062,14.61,29.11,198.65
2012-08-20,665.15,14.65,29.51,200.5
2012-08-17,648.11,14.65,30.01,201.22
2012-08-16,636.34,14.78,30.3,200.84
2012-08-15,630.83,14.48,29.4,198.4
2012-08-14,631.69,14.59,29.42,198.29
2012-08-13,630.0,14.81,31.17,199.01
2012-08-10,621.7,14.621,29.94,199.29
2012-08-09,620.73,14.71,29.41,198.42
2012-08-08,619.86,14.23,29.09,199.03
2012-08-07,620.914,14.15,30.25,199.93
2012-08-06,622.55,14.01,28.27,198.76
2012-08-03,615.7,13.72,27.27,198.52
2012-08-02,607.79,13.44,26.1,194.45
2012-08-01,606.81,13.39,26.25,195.18
2012-07-31,610.76,13.54,27.42,195.98
2012-07-30,595.03,13.33,27.35,196.68
2012-07-27,585.16,13.475,29.51,196.39
2012-07-26,574.88,13.15,28.13,193.95
2012-07-25,574.97,13.09,28.95,191.08
2012-07-24,600.92,12.84,29.84,190.34
2012-07-23,603.83,12.98,30.66,190.83
2012-07-20,604.3,12.805,31.79,192.45
2012-07-19,614.32,13.185,32.27,195.34
2012-07-18,606.26,13.06,32.15,188.25
2012-07-17,606.94,12.37,33.35,183.65
2012-07-16,606.91,12.595,35.96,184.79
2012-07-13,604.97,12.555,34.25,186.01
2012-07-12,598.9,12.4,32.7,183.09
2012-07-11,604.43,12.61,31.51,185.25
2012-07-10,608.21,12.82,31.27,186.26
2012-07-09,613.89,13.22,31.49,189.67
2012-07-06,605.88,13.4,30.99,191.41
2012-07-05,609.94,13.66,31.23,195.29
2012-07-03,599.41,13.8,30.66,195.93
2012-07-02,592.52,13.445,30.4,195.83
2012-06-29,584.0,13.82,31.29,195.58
2012-06-28,569.05,13.24,31.41,191.4
2012-06-27,574.5,13.14,31.96,193.0
2012-06-26,572.025,12.73,31.61,191.95
2012-06-25,570.765,12.59,33.11,192.86
2012-06-22,582.1,12.995,33.785,193.7
2012-06-21,577.67,12.835,32.19,193.39
2012-06-20,585.741,13.45,33.78,198.78
2012-06-19,587.41,13.235,32.09,198.93
2012-06-18,585.78,12.4,31.84,198.29
2012-06-15,574.13,12.29,29.91,199.1
2012-06-14,571.53,12.03,29.39,195.1
2012-06-13,572.16,12.18,29.77,193.1
2012-06-12,576.16,12.51,29.66,194.55
2012-06-11,571.17,12.26,29.12,192.51
2012-06-08,580.32,12.12,30.08,195.14
2012-06-07,571.72,11.89,28.93,194.44
2012-06-06,571.46,12.39,29.22,193.99
2012-06-05,562.83,12.065,27.91,189.2
2012-06-04,564.29,11.73,27.88,188.54
2012-06-01,560.99,11.98,28.15,189.08
2012-05-31,577.73,12.43,29.5,192.9
2012-05-30,579.17,12.57,30.41,194.53
2012-05-29,572.27,12.72,31.69,196.46
2012-05-25,562.29,12.4,29.81,194.3
2012-05-24,565.32,12.11,30.32,196.09
2012-05-23,570.56,12.44,31.02,196.12
2012-05-22,556.97,12.14,30.79,196.82
2012-05-21,561.28,12.29,28.77,197.76
2012-05-18,530.38,12.08,27.56,195.88
2012-05-17,530.12,12.65,28.57,197.89
2012-05-16,546.075,12.735,29.18,199.73
2012-05-15,553.17,13.0,29.43,199.04
2012-05-14,558.22,13.13,30.06,199.44
2012-05-11,566.71,13.21,32.25,201.17
2012-05-10,570.52,12.42,32.96,200.6
2012-05-09,569.18,12.51,30.06,201.23
2012-05-08,568.18,12.46,30.19,201.48
2012-05-07,569.48,12.47,32.47,203.75
2012-05-04,565.25,12.26,31.83,204.99
2012-05-03,581.82,12.63,32.46,207.24
2012-05-02,585.98,12.85,33.94,208.06
2012-05-01,582.13,13.23,33.78,208.0
2012-04-30,583.98,13.0,33.13,207.08
2012-04-27,603.0,12.98,33.34,206.81
